Time(ms),USB(mA),USB Voltage(V),
np.float64(0.16468286514282227),np.float64(234.1251248154689),np.float64(4.91625),
np.float64(0.16486907005310059),np.float64(234.65453819255455),np.float64(4.91675),
np.float64(0.16507697105407715),np.float64(234.46924351057456),np.float64(4.915875),
np.float64(0.16529083251953125),np.float64(235.17071623521304),np.float64(4.91675),
np.float64(0.16548776626586914),np.float64(234.23100749088604),np.float64(4.91775),
np.float64(0.16568899154663086),np.float64(233.48982876296614),np.float64(4.917),
np.float64(0.16587090492248535),np.float64(233.55600543510184),np.float64(4.917),
np.float64(0.16609406471252441),np.float64(233.29129874655902),np.float64(4.916625),
np.float64(0.16628193855285645),np.float64(233.55600543510184),np.float64(4.917),
np.float64(0.16648077964782715),np.float64(234.2839488285946),np.float64(4.91675),
np.float64(0.16669368743896484),np.float64(233.383946087549),np.float64(4.91675),
np.float64(0.16688776016235352),np.float64(233.8074767892175),np.float64(4.917),
np.float64(0.16707396507263184),np.float64(234.36336083515744),np.float64(4.91525),
np.float64(0.1672818660736084),np.float64(235.1839515696402),np.float64(4.917375),
np.float64(0.16748476028442383),np.float64(232.96041538588048),np.float64(4.917),
np.float64(0.16768884658813477),np.float64(233.5162994318204),np.float64(4.91725),
np.float64(0.1678788661956787),np.float64(233.88688879578035),np.float64(4.916),
np.float64(0.16810107231140137),np.float64(235.30306957948446),np.float64(4.916125),
np.float64(0.16829681396484375),np.float64(235.1574809007859),np.float64(4.9155),
np.float64(0.16848301887512207),np.float64(234.7074795302631),np.float64(4.916625),
np.float64(0.16868877410888672),np.float64(233.93983013348893),np.float64(4.916875),
np.float64(0.16887903213500977),np.float64(234.3104194974489),np.float64(4.917125),
np.float64(0.16908693313598633),np.float64(234.01924214005177),np.float64(4.917),
np.float64(0.1692798137664795),np.float64(234.2177721564589),np.float64(4.916375),
np.float64(0.16949868202209473),np.float64(234.68100886140883),np.float64(4.916375),
np.float64(0.16970109939575195),np.float64(234.04571280890605),np.float64(4.917),
np.float64(0.16989469528198242),np.float64(233.97953613677035),np.float64(4.918),
np.float64(0.170090913772583),np.float64(233.42365209083042),np.float64(4.9182500000000005),
np.float64(0.1702878475189209),np.float64(233.8074767892175),np.float64(4.9165),
np.float64(0.17047786712646484),np.float64(234.2839488285946),np.float64(4.91725),
np.float64(0.17067384719848633),np.float64(233.48982876296614),np.float64(4.917125),
np.float64(0.17090487480163574),np.float64(233.5824761039561),np.float64(4.91725),
np.float64(0.17110085487365723),np.float64(232.80159137275479),np.float64(4.917125),
np.float64(0.1712958812713623),np.float64(233.0265920580162),np.float64(4.91725),
np.float64(0.17148900032043457),np.float64(232.9339447170262),np.float64(4.917375),
np.float64(0.17168307304382324),np.float64(233.35747541869472),np.float64(4.917625),
np.float64(0.17188096046447754),np.float64(233.55600543510184),np.float64(4.91725),
np.float64(0.1720890998840332),np.float64(233.383946087549),np.float64(4.916375),
np.float64(0.17229890823364258),np.float64(235.6736589434444),np.float64(4.9155),
np.float64(0.17249488830566406),np.float64(237.84425378949553),np.float64(4.91375),
np.float64(0.17269492149353027),np.float64(237.68542977636986),np.float64(4.914875),
np.float64(0.17288804054260254),np.float64(236.3486609992286),np.float64(4.916625),
np.float64(0.1730959415435791),np.float64(235.23689290734876),np.float64(4.915875),
np.float64(0.17328095436096191),np.float64(234.77365620239883),np.float64(4.91575),
np.float64(0.17348194122314453),np.float64(235.14424556635876),np.float64(4.915875),
np.float64(0.17368793487548828),np.float64(231.87511796285492),np.float64(4.919625),
np.float64(0.1738910675048828),np.float64(230.88246788081935),np.float64(4.9175),
np.float64(0.17409086227416992),np.float64(233.37071075312187),np.float64(4.916875),
np.float64(0.17426300048828125),np.float64(233.79424145479038),np.float64(4.918125),
np.float64(0.17449188232421875),np.float64(233.50306409739326),np.float64(4.916375),
np.float64(0.17469096183776855),np.float64(234.7339501991174),np.float64(4.917),
np.float64(0.17492294311523438),np.float64(233.48982876296614),np.float64(4.917),
np.float64(0.1750929355621338),np.float64(233.9001241302075),np.float64(4.917),
np.float64(0.17529082298278809),np.float64(233.37071075312187),np.float64(4.917375),
np.float64(0.17549586296081543),np.float64(233.66188811051896),np.float64(4.917375),
np.float64(0.1756899356842041),np.float64(234.3765961695846),np.float64(4.916),
np.float64(0.17588400840759277),np.float64(234.416302172866),np.float64(4.917),
np.float64(0.17609071731567383),np.float64(234.68100886140883),np.float64(4.915875),
np.float64(0.1764228343963623),np.float64(235.03836289094164),np.float64(4.917125),
np.float64(0.17654180526733398),np.float64(233.476593428539),np.float64(4.9165),
np.float64(0.176710844039917),np.float64(234.323654831876),np.float64(4.916625),
np.float64(0.17689085006713867),np.float64(233.8074767892175),np.float64(4.917375),
np.float64(0.17708897590637207),np.float64(234.01924214005177),np.float64(4.91675),
np.float64(0.17728400230407715),np.float64(234.50894951385598),np.float64(4.915875),
np.float64(0.17750287055969238),np.float64(233.93983013348893),np.float64(4.915625),
np.float64(0.17770004272460938),np.float64(236.7721917008971),np.float64(4.914),
np.float64(0.1779019832611084),np.float64(236.71925036318854),np.float64(4.91525),
np.float64(0.17809295654296875),np.float64(235.95160096641436),np.float64(4.914875),
np.float64(0.17828083038330078),np.float64(235.27659891063018),np.float64(4.916),
np.float64(0.17848801612854004),np.float64(234.0589481433332),np.float64(4.918375),
np.float64(0.1786937713623047),np.float64(232.85453271046336),np.float64(4.91625),
np.float64(0.1789088249206543),np.float64(233.7677707859361),np.float64(4.919875),
np.float64(0.1790919303894043),np.float64(230.07511248076375),np.float64(4.9190000000000005),
np.float64(0.17929291725158691),np.float64(232.0604126448349),np.float64(4.917375),
np.float64(0.17949295043945312),np.float64(233.46335809411184),np.float64(4.9175),
np.float64(0.17967486381530762),np.float64(233.79424145479038),np.float64(4.91725),
np.float64(0.17987775802612305),np.float64(233.30453408098614),np.float64(4.915875),
np.float64(0.18009376525878906),np.float64(233.7677707859361),np.float64(4.91675),
np.float64(0.18030476570129395),np.float64(233.42365209083042),np.float64(4.917125),
np.float64(0.180495023727417),np.float64(234.09865414661462),np.float64(4.915125),
np.float64(0.18068885803222656),np.float64(237.0898397271485),np.float64(4.914625),
np.float64(0.1808779239654541),np.float64(236.26924899266575),np.float64(4.9165),
np.float64(0.18108677864074707),np.float64(234.45600817614744),np.float64(4.91575),
np.float64(0.1812758445739746),np.float64(234.91924488109737),np.float64(4.916875),
np.float64(0.18148279190063477),np.float64(234.65453819255455),np.float64(4.916),
np.float64(0.18168067932128906),np.float64(233.52953476624756),np.float64(4.91575),
np.float64(0.18191099166870117),np.float64(234.81336220568025),np.float64(4.916),
np.float64(0.1820967197418213),np.float64(235.8721889598515),np.float64(4.915875),
np.float64(0.1822960376739502),np.float64(235.3824815860473),np.float64(4.91725),
np.float64(0.1824948787689209),np.float64(233.26482807770472),np.float64(4.91675),
np.float64(0.18270206451416016),np.float64(234.323654831876),np.float64(4.917125),
np.float64(0.1829240322113037),np.float64(233.5427701006747),np.float64(4.917125),
np.float64(0.18309593200683594),np.float64(233.87365346135323),np.float64(4.916),
np.float64(0.18329596519470215),np.float64(234.24424282531317),np.float64(4.917625),
np.float64(0.18349480628967285),np.float64(234.50894951385598),np.float64(4.914125),
np.float64(0.18369197845458984),np.float64(237.52660576324416),np.float64(4.91625),
np.float64(0.18388986587524414),np.float64(235.48836426146443),np.float64(4.91575),
np.float64(0.18410992622375488),np.float64(235.06483355979591),np.float64(4.916125),
np.float64(0.18429994583129883),np.float64(234.74718553354452),np.float64(4.91625),
np.float64(0.18450593948364258),np.float64(233.9927714711975),np.float64(4.916875),
np.float64(0.18468403816223145),np.float64(232.444237343222),np.float64(4.92),
np.float64(0.18489789962768555),np.float64(229.87658246435663),np.float64(4.9185),
np.float64(0.1850898265838623),np.float64(232.37806067108627),np.float64(4.9165),
np.float64(0.18529081344604492),np.float64(232.88100337931763),np.float64(4.918125),
np.float64(0.1855027675628662),np.float64(232.53688468421197),np.float64(4.917625),
np.float64(0.1856858730316162),np.float64(233.6751234449461),np.float64(4.916625),
np.float64(0.18590188026428223),np.float64(234.56189085156456),np.float64(4.917125),
np.float64(0.18607187271118164),np.float64(233.383946087549),np.float64(4.916625),
np.float64(0.18627095222473145),np.float64(234.08541881218747),np.float64(4.916375),
np.float64(0.18646979331970215),np.float64(234.0589481433332),np.float64(4.917125),
np.float64(0.1866910457611084),np.float64(233.55600543510184),np.float64(4.918),
np.float64(0.18689393997192383),np.float64(232.52364934978485),np.float64(4.918),
np.float64(0.18708181381225586),np.float64(232.21923665796058),np.float64(4.917125),
np.float64(0.18727588653564453),np.float64(233.17218073671475),np.float64(4.918),
np.float64(0.18748688697814941),np.float64(233.84718279249893),np.float64(4.917),
np.float64(0.1876850128173828),np.float64(233.75453545150896),np.float64(4.916875),
np.float64(0.18787097930908203),np.float64(233.92659479906177),np.float64(4.917125),
np.float64(0.18808293342590332),np.float64(234.0589481433332),np.float64(4.917375),
np.float64(0.18828582763671875),np.float64(234.13836014989604),np.float64(4.916625),
np.float64(0.1884768009185791),np.float64(233.93983013348893),np.float64(4.917),
np.float64(0.18868398666381836),np.float64(234.45600817614744),np.float64(4.916625),
np.float64(0.1888890266418457),np.float64(235.14424556635876),np.float64(4.915875),
np.float64(0.18913888931274414),np.float64(236.33542566480145),np.float64(4.916),
np.float64(0.1892988681793213),np.float64(234.323654831876),np.float64(4.917125),
np.float64(0.18947887420654297),np.float64(233.3177694154133),np.float64(4.916375),
np.float64(0.18969011306762695),np.float64(234.01924214005177),np.float64(4.917125),
np.float64(0.18990778923034668),np.float64(234.53542018271028),np.float64(4.915875),
np.float64(0.19007396697998047),np.float64(235.48836426146443),np.float64(4.9155),
np.float64(0.19026780128479004),np.float64(234.99865688766022),np.float64(4.9165),
np.float64(0.1904890537261963),np.float64(236.22954298938433),np.float64(4.91575),
np.float64(0.19069981575012207),np.float64(234.33689016630316),np.float64(4.918),
np.float64(0.1909029483795166),np.float64(232.89423871374478),np.float64(4.9175),
np.float64(0.19107389450073242),np.float64(233.48982876296614),np.float64(4.9165),
np.float64(0.19129180908203125),np.float64(232.6692380284834),np.float64(4.917),
np.float64(0.19147586822509766),np.float64(233.45012275968472),np.float64(4.917125),
np.float64(0.1917128562927246),np.float64(232.78835603832766),np.float64(4.916625),
np.float64(0.19193577766418457),np.float64(232.85453271046336),np.float64(4.917125),
np.float64(0.19210290908813477),np.float64(234.20453682203174),np.float64(4.9165),
np.float64(0.19229578971862793),np.float64(233.5824761039561),np.float64(4.916375),
np.float64(0.19251084327697754),np.float64(233.9663008023432),np.float64(4.91625),
np.float64(0.19269990921020508),np.float64(234.1515954843232),np.float64(4.917),
np.float64(0.1929337978363037),np.float64(233.34424008426757),np.float64(4.916),
np.float64(0.19311094284057617),np.float64(234.01924214005177),np.float64(4.916125),
np.float64(0.1933150291442871),np.float64(234.323654831876),np.float64(4.916),
np.float64(0.19350290298461914),np.float64(234.09865414661462),np.float64(4.914),
np.float64(0.19370269775390625),np.float64(237.65895910751556),np.float64(4.9145),
np.float64(0.19392085075378418),np.float64(236.78542703532426),np.float64(4.91425),
np.float64(0.1940920352935791),np.float64(235.56777626802727),np.float64(4.915625),
np.float64(0.1943039894104004),np.float64(234.74718553354452),np.float64(4.91625),
np.float64(0.19451093673706055),np.float64(234.5751261859917),np.float64(4.916),
np.float64(0.1947188377380371),np.float64(233.52953476624756),np.float64(4.91925),
np.float64(0.19491076469421387),np.float64(229.70452311680378),np.float64(4.91925),
np.float64(0.19510388374328613),np.float64(229.61187577581381),np.float64(4.9185),
np.float64(0.1952970027923584),np.float64(231.21335124149786),np.float64(4.918375),
np.float64(0.19550681114196777),np.float64(231.98100063827206),np.float64(4.91675),
np.float64(0.19571185111999512),np.float64(233.6751234449461),np.float64(4.916625),
np.float64(0.19593000411987305),np.float64(233.45012275968472),np.float64(4.916),
np.float64(0.19609689712524414),np.float64(233.9663008023432),np.float64(4.91575),
np.float64(0.1962909698486328),np.float64(234.09865414661462),np.float64(4.916125),
np.float64(0.19649887084960938),np.float64(233.9927714711975),np.float64(4.916375),
np.float64(0.19669389724731445),np.float64(234.09865414661462),np.float64(4.917125),
np.float64(0.19692492485046387),np.float64(233.71482944822753),np.float64(4.916375),
np.float64(0.19710373878479004),np.float64(233.34424008426757),np.float64(4.9165),
np.float64(0.19731402397155762),np.float64(235.77954161886154),np.float64(4.91425),
np.float64(0.19750285148620605),np.float64(235.47512892703728),np.float64(4.916),
np.float64(0.19770598411560059),np.float64(233.42365209083042),np.float64(4.917),
np.float64(0.19790196418762207),np.float64(233.6089467728104),np.float64(4.91625),
np.float64(0.19811773300170898),np.float64(233.7677707859361),np.float64(4.916),
np.float64(0.19831395149230957),np.float64(233.42365209083042),np.float64(4.91625),
np.float64(0.1985011100769043),np.float64(234.40306683843886),np.float64(4.916125),
np.float64(0.19870376586914062),np.float64(234.323654831876),np.float64(4.915625),
np.float64(0.19892096519470215),np.float64(233.70159411380038),np.float64(4.916),
np.float64(0.19909286499023438),np.float64(233.68835877937326),np.float64(4.917),
np.float64(0.19930696487426758),np.float64(233.13247473343333),np.float64(4.91675),
